sender,time_ms,type
62,172.9,excitatory
50,173.0,excitatory
10012,173.8,inhibitory
6,173.8,excitatory
10094,174.0,inhibitory
10045,174.1,inhibitory
92,174.1,excitatory
43,174.3,excitatory
10095,174.4,inhibitory
63,174.5,excitatory
10020,174.5,inhibitory
10025,174.5,inhibitory
93,174.6,excitatory
19,175.20000000000002,excitatory
10058,175.20000000000002,inhibitory
10048,175.3,inhibitory
34,175.4,excitatory
10074,175.6,inhibitory
72,175.6,excitatory
84,175.8,excitatory
10080,175.9,inhibitory
44,176.0,excitatory
10007,176.1,inhibitory
74,176.1,excitatory
39,176.6,excitatory
70,176.70000000000002,excitatory
10090,176.70000000000002,inhibitory
10065,176.70000000000002,inhibitory
36,176.70000000000002,excitatory
10079,176.8,inhibitory
40,176.8,excitatory
33,176.9,excitatory
10041,176.9,inhibitory
10088,176.9,inhibitory
10006,176.9,inhibitory
10017,176.9,inhibitory
10022,176.9,inhibitory
35,177.0,excitatory
10026,177.1,inhibitory
10052,177.1,inhibitory
59,177.1,excitatory
10092,177.20000000000002,inhibitory
5,177.5,excitatory
82,177.6,excitatory
69,177.70000000000002,excitatory
68,178.0,excitatory
98,178.0,excitatory
61,178.1,excitatory
10069,178.20000000000002,inhibitory
10070,178.20000000000002,inhibitory
9,178.4,excitatory
10056,178.6,inhibitory
48,178.8,excitatory
95,179.0,excitatory
10050,180.4,inhibitory
10030,181.0,inhibitory
10013,181.20000000000002,inhibitory
10076,181.20000000000002,inhibitory
10054,181.20000000000002,inhibitory
67,181.4,excitatory
10043,181.5,inhibitory
15,181.5,excitatory
83,181.6,excitatory
29,181.6,excitatory
10053,181.6,inhibitory
26,181.6,excitatory
64,181.70000000000002,excitatory
81,181.70000000000002,excitatory
55,181.8,excitatory
16,181.9,excitatory
49,181.9,excitatory
10049,181.9,inhibitory
56,182.1,excitatory
10032,182.20000000000002,inhibitory
65,182.5,excitatory
10038,182.6,inhibitory
23,182.6,excitatory
10040,182.8,inhibitory
88,182.9,excitatory
96,183.0,excitatory
10042,183.0,inhibitory
10086,183.0,inhibitory
10024,183.0,inhibitory
90,183.1,excitatory
27,183.20000000000002,excitatory
54,183.20000000000002,excitatory
58,183.3,excitatory
10068,183.3,inhibitory
10052,183.3,inhibitory
10028,183.3,inhibitory
75,183.3,excitatory
10035,183.3,inhibitory
57,183.4,excitatory
10034,183.5,inhibitory
71,183.5,excitatory
21,183.70000000000002,excitatory
10084,183.70000000000002,inhibitory
10005,183.70000000000002,inhibitory
32,183.70000000000002,excitatory
18,183.9,excitatory
14,183.9,excitatory
12,183.9,excitatory
60,183.9,excitatory
10099,184.20000000000002,inhibitory
10027,184.20000000000002,inhibitory
4,184.20000000000002,excitatory
10079,184.3,inhibitory
99,184.70000000000002,excitatory
10098,184.9,inhibitory
10014,185.0,inhibitory
10069,185.4,inhibitory
10031,185.6,inhibitory
53,185.8,excitatory
10057,185.9,inhibitory
10066,186.20000000000002,inhibitory
82,186.20000000000002,excitatory
10091,186.3,inhibitory
10009,186.3,inhibitory
86,186.3,excitatory
10062,186.4,inhibitory
5,186.5,excitatory
52,186.5,excitatory
10010,187.1,inhibitory
10083,187.20000000000002,inhibitory
10065,187.20000000000002,inhibitory
10064,187.8,inhibitory
50,187.8,excitatory
10073,188.0,inhibitory
93,188.3,excitatory
10096,188.3,inhibitory
28,188.4,excitatory
67,188.6,excitatory
10044,188.70000000000002,inhibitory
77,188.70000000000002,excitatory
42,188.9,excitatory
35,188.9,excitatory
10029,189.4,inhibitory
10018,189.6,inhibitory
45,189.9,excitatory
39,189.9,excitatory
69,190.0,excitatory
46,190.3,excitatory
11,190.3,excitatory
25,190.4,excitatory
10075,190.5,inhibitory
62,190.5,excitatory
80,190.70000000000002,excitatory
10088,190.8,inhibitory
97,190.9,excitatory
10019,190.9,inhibitory
66,191.0,excitatory
87,191.1,excitatory
10004,191.1,inhibitory
10077,191.4,inhibitory
2,191.8,excitatory
10015,191.8,inhibitory
10097,191.9,inhibitory
10025,191.9,inhibitory
10051,192.0,inhibitory
73,192.20000000000002,excitatory
10003,192.3,inhibitory
91,192.4,excitatory
6,192.5,excitatory
1,192.5,excitatory
38,192.70000000000002,excitatory
7,192.9,excitatory
10021,193.1,inhibitory
24,193.1,excitatory
20,193.1,excitatory
10045,193.20000000000002,inhibitory
10054,193.3,inhibitory
10078,193.4,inhibitory
90,193.4,excitatory
10058,193.6,inhibitory
71,193.8,excitatory
10094,193.9,inhibitory
10098,193.9,inhibitory
10071,194.0,inhibitory
10092,194.1,inhibitory
10039,194.20000000000002,inhibitory
8,194.20000000000002,excitatory
31,194.4,excitatory
70,194.4,excitatory
98,194.8,excitatory
10016,195.1,inhibitory
61,195.3,excitatory
10084,195.4,inhibitory
10036,195.6,inhibitory
10041,195.8,inhibitory
85,195.9,excitatory
10001,195.9,inhibitory
10032,196.0,inhibitory
37,196.3,excitatory
10061,196.4,inhibitory
84,196.4,excitatory
10087,196.9,inhibitory
22,197.0,excitatory
10006,197.4,inhibitory
10031,198.0,inhibitory
55,198.0,excitatory
36,198.1,excitatory
10026,198.5,inhibitory
43,198.5,excitatory
10055,198.6,inhibitory
86,198.8,excitatory
9,199.0,excitatory
74,199.4,excitatory
41,199.4,excitatory
10002,199.5,inhibitory
10074,199.5,inhibitory
79,199.5,excitatory
10046,199.8,inhibitory
57,199.8,excitatory
10063,199.9,inhibitory
30,199.9,excitatory
23,200.1,excitatory
56,200.3,excitatory
28,200.4,excitatory
100,200.5,excitatory
49,200.5,excitatory
10028,200.70000000000002,inhibitory
10067,200.9,inhibitory
5,201.0,excitatory
52,201.0,excitatory
10081,201.3,inhibitory
10080,201.6,inhibitory
45,201.9,excitatory
15,202.0,excitatory
89,202.1,excitatory
10042,202.1,inhibitory
78,202.1,excitatory
51,202.3,excitatory
88,202.6,excitatory
96,202.9,excitatory
10037,203.0,inhibitory
68,203.3,excitatory
40,203.70000000000002,excitatory
10056,204.20000000000002,inhibitory
3,204.3,excitatory
10049,204.6,inhibitory
10096,204.70000000000002,inhibitory
10027,204.8,inhibitory
10029,205.1,inhibitory
10093,205.20000000000002,inhibitory
10057,205.4,inhibitory
59,205.5,excitatory
10008,205.6,inhibitory
50,205.70000000000002,excitatory
10017,205.8,inhibitory
10014,205.8,inhibitory
10030,205.9,inhibitory
61,205.9,excitatory
10085,205.9,inhibitory
42,206.0,excitatory
19,206.0,excitatory
10100,206.1,inhibitory
10082,206.1,inhibitory
67,206.1,excitatory
44,206.1,excitatory
10035,206.5,inhibitory
75,206.6,excitatory
10095,206.8,inhibitory
10044,207.0,inhibitory
10094,207.1,inhibitory
10024,207.1,inhibitory
10088,207.1,inhibitory
32,207.20000000000002,excitatory
10034,207.6,inhibitory
99,207.70000000000002,excitatory
91,207.8,excitatory
10059,208.20000000000002,inhibitory
10007,208.4,inhibitory
10040,208.4,inhibitory
10090,208.9,inhibitory
16,209.0,excitatory
10091,209.20000000000002,inhibitory
29,209.3,excitatory
10079,209.6,inhibitory
21,209.70000000000002,excitatory
33,209.70000000000002,excitatory
10078,209.70000000000002,inhibitory
10009,209.8,inhibitory
10012,209.8,inhibitory
10016,210.1,inhibitory
81,210.3,excitatory
93,210.6,excitatory
95,210.70000000000002,excitatory
10064,210.8,inhibitory
46,211.0,excitatory
10011,211.20000000000002,inhibitory
10072,211.20000000000002,inhibitory
76,211.4,excitatory
1,211.4,excitatory
10,211.6,excitatory
10051,211.70000000000002,inhibitory
10069,211.8,inhibitory
10080,212.3,inhibitory
83,212.6,excitatory
10039,212.8,inhibitory
10028,212.9,inhibitory
10089,213.20000000000002,inhibitory
10038,214.1,inhibitory
26,214.3,excitatory
8,214.4,excitatory
66,214.5,excitatory
73,214.8,excitatory
10006,215.0,inhibitory
64,215.4,excitatory
10087,215.9,inhibitory
13,215.9,excitatory
17,215.9,excitatory
10053,215.9,inhibitory
27,216.0,excitatory
10066,216.1,inhibitory
36,216.1,excitatory
10077,216.20000000000002,inhibitory
10086,216.3,inhibitory
10021,216.3,inhibitory
10092,216.3,inhibitory
10005,216.6,inhibitory
10022,216.8,inhibitory
10043,216.9,inhibitory
10026,217.1,inhibitory
94,217.1,excitatory
38,217.1,excitatory
10065,217.20000000000002,inhibitory
20,217.3,excitatory
77,217.4,excitatory
10083,217.4,inhibitory
10047,217.4,inhibitory
98,217.5,excitatory
35,217.9,excitatory
34,218.0,excitatory
22,218.0,excitatory
58,218.0,excitatory
10011,218.1,inhibitory
10097,218.3,inhibitory
44,218.3,excitatory
7,218.3,excitatory
24,218.3,excitatory
37,218.3,excitatory
80,218.5,excitatory
10013,218.5,inhibitory
48,218.6,excitatory
39,219.0,excitatory
10032,219.0,inhibitory
10076,219.0,inhibitory
10062,219.1,inhibitory
10059,219.4,inhibitory
10054,219.4,inhibitory
87,219.4,excitatory
47,219.5,excitatory
42,219.5,excitatory
54,219.5,excitatory
10019,219.6,inhibitory
10023,219.6,inhibitory
10091,219.6,inhibitory
10085,219.8,inhibitory
19,219.8,excitatory
2,219.8,excitatory
51,219.8,excitatory
74,219.9,excitatory
11,219.9,excitatory
46,220.0,excitatory
10004,220.0,inhibitory
43,220.0,excitatory
59,220.20000000000002,excitatory
91,220.20000000000002,excitatory
10036,220.3,inhibitory
100,220.4,excitatory
57,220.70000000000002,excitatory
10025,220.9,inhibitory
12,221.20000000000002,excitatory
10040,221.20000000000002,inhibitory
10029,221.3,inhibitory
63,221.4,excitatory
70,221.5,excitatory
10098,222.1,inhibitory
84,222.6,excitatory
25,222.70000000000002,excitatory
37,222.70000000000002,excitatory
10018,222.8,inhibitory
10075,222.9,inhibitory
97,223.0,excitatory
53,223.0,excitatory
10099,223.3,inhibitory
86,223.3,excitatory
5,223.6,excitatory
10048,223.6,inhibitory
72,223.8,excitatory
10042,223.9,inhibitory
14,224.0,excitatory
82,224.0,excitatory
68,224.3,excitatory
10015,224.5,inhibitory
15,224.5,excitatory
4,224.5,excitatory
18,224.70000000000002,excitatory
50,225.0,excitatory
49,225.0,excitatory
10001,225.0,inhibitory
10061,225.0,inhibitory
21,225.20000000000002,excitatory
92,225.4,excitatory
10071,225.5,inhibitory
10009,225.6,inhibitory
41,225.6,excitatory
76,225.6,excitatory
9,225.70000000000002,excitatory
8,225.70000000000002,excitatory
85,225.8,excitatory
10094,226.1,inhibitory
10033,226.20000000000002,inhibitory
10053,226.5,inhibitory
10044,226.6,inhibitory
10088,226.70000000000002,inhibitory
10020,226.70000000000002,inhibitory
10030,226.8,inhibitory
10084,226.8,inhibitory
56,226.9,excitatory
10036,227.20000000000002,inhibitory
88,227.4,excitatory
60,227.6,excitatory
10056,228.5,inhibitory
55,228.70000000000002,excitatory
10011,228.9,inhibitory
12,229.20000000000002,excitatory
10068,229.20000000000002,inhibitory
10012,229.9,inhibitory
31,230.0,excitatory
45,230.20000000000002,excitatory
24,230.9,excitatory
66,232.1,excitatory
10037,232.20000000000002,inhibitory
10008,232.3,inhibitory
10073,232.3,inhibitory
96,232.4,excitatory
94,232.6,excitatory
10018,232.8,inhibitory
10049,232.8,inhibitory
10093,233.3,inhibitory
10087,233.3,inhibitory
10078,233.4,inhibitory
99,233.4,excitatory
10091,234.0,inhibitory
100,234.0,excitatory
10003,234.1,inhibitory
40,234.20000000000002,excitatory
38,234.20000000000002,excitatory
10016,234.20000000000002,inhibitory
10074,234.20000000000002,inhibitory
51,234.20000000000002,excitatory
16,234.3,excitatory
10046,234.3,inhibitory
13,234.4,excitatory
62,234.5,excitatory
10058,234.6,inhibitory
10028,235.0,inhibitory
10039,235.8,inhibitory
80,235.8,excitatory
73,236.0,excitatory
10081,236.1,inhibitory
10096,236.8,inhibitory
26,236.8,excitatory
10064,237.20000000000002,inhibitory
10092,237.5,inhibitory
52,237.6,excitatory
10057,237.6,inhibitory
10014,237.9,inhibitory
70,238.0,excitatory
10035,238.1,inhibitory
47,238.1,excitatory
10066,238.3,inhibitory
86,238.5,excitatory
10060,238.6,inhibitory
10045,238.8,inhibitory
29,238.9,excitatory
93,238.9,excitatory
83,239.0,excitatory
10024,239.1,inhibitory
10090,239.20000000000002,inhibitory
14,239.3,excitatory
95,239.4,excitatory
10038,239.5,inhibitory
10023,239.5,inhibitory
6,239.6,excitatory
71,239.70000000000002,excitatory
69,239.8,excitatory
32,239.9,excitatory
33,240.20000000000002,excitatory
10015,240.3,inhibitory
35,240.3,excitatory
10031,240.4,inhibitory
39,240.4,excitatory
7,240.5,excitatory
49,240.5,excitatory
10084,240.6,inhibitory
10042,240.70000000000002,inhibitory
67,240.70000000000002,excitatory
81,240.9,excitatory
1,241.1,excitatory
10098,241.20000000000002,inhibitory
10050,241.20000000000002,inhibitory
48,241.20000000000002,excitatory
10054,242.4,inhibitory
27,242.4,excitatory
10062,242.4,inhibitory
97,242.5,excitatory
30,242.6,excitatory
10095,242.6,inhibitory
46,242.70000000000002,excitatory
15,242.70000000000002,excitatory
82,242.70000000000002,excitatory
10079,242.70000000000002,inhibitory
10063,243.0,inhibitory
10076,243.20000000000002,inhibitory
89,243.3,excitatory
10069,243.3,inhibitory
10002,243.3,inhibitory
10075,244.20000000000002,inhibitory
65,244.4,excitatory
10049,244.5,inhibitory
10026,244.6,inhibitory
53,244.8,excitatory
17,244.8,excitatory
10070,245.1,inhibitory
10080,245.20000000000002,inhibitory
10013,245.20000000000002,inhibitory
10059,245.3,inhibitory
10077,245.6,inhibitory
10067,245.9,inhibitory
2,246.0,excitatory
10065,246.20000000000002,inhibitory
8,246.20000000000002,excitatory
91,246.3,excitatory
10099,246.3,inhibitory
10089,246.3,inhibitory
74,246.3,excitatory
61,246.6,excitatory
58,246.6,excitatory
10100,246.70000000000002,inhibitory
10043,246.8,inhibitory
10066,246.8,inhibitory
36,246.9,excitatory
10034,247.0,inhibitory
29,247.20000000000002,excitatory
44,247.20000000000002,excitatory
10016,247.3,inhibitory
10005,247.3,inhibitory
79,247.3,excitatory
41,247.6,excitatory
10007,247.8,inhibitory
20,248.20000000000002,excitatory
35,248.20000000000002,excitatory
11,248.4,excitatory
10083,248.4,inhibitory
18,248.5,excitatory
10096,248.5,inhibitory
10051,248.6,inhibitory
10055,248.6,inhibitory
55,248.6,excitatory
52,248.8,excitatory
7,248.9,excitatory
59,249.0,excitatory
84,249.0,excitatory
10091,249.4,inhibitory
10074,249.4,inhibitory
10031,249.5,inhibitory
57,249.6,excitatory
10061,249.70000000000002,inhibitory
10041,249.70000000000002,inhibitory
10029,249.70000000000002,inhibitory
10047,249.70000000000002,inhibitory
10020,249.70000000000002,inhibitory
10054,249.70000000000002,inhibitory
42,249.8,excitatory
3,249.8,excitatory
10011,249.9,inhibitory
10037,249.9,inhibitory
77,250.0,excitatory
10,250.0,excitatory
19,250.20000000000002,excitatory
4,250.20000000000002,excitatory
10097,250.4,inhibitory
37,250.4,excitatory
10032,250.5,inhibitory
76,250.5,excitatory
54,250.70000000000002,excitatory
99,250.70000000000002,excitatory
10071,250.8,inhibitory
98,250.9,excitatory
10027,250.9,inhibitory
10021,251.0,inhibitory
24,251.0,excitatory
10004,251.20000000000002,inhibitory
68,251.4,excitatory
10008,251.4,inhibitory
10040,251.4,inhibitory
10010,251.5,inhibitory
10085,251.5,inhibitory
85,251.70000000000002,excitatory
10069,251.9,inhibitory
75,252.5,excitatory
92,252.5,excitatory
10072,253.3,inhibitory
10006,253.4,inhibitory
10075,254.4,inhibitory
22,254.6,excitatory
10019,255.0,inhibitory
13,255.1,excitatory
28,255.20000000000002,excitatory
71,255.3,excitatory
72,255.70000000000002,excitatory
10095,255.9,inhibitory
10048,255.9,inhibitory
10012,256.1,inhibitory
10045,256.4,inhibitory
56,256.5,excitatory
34,256.5,excitatory
62,256.5,excitatory
10093,256.6,inhibitory
60,256.7,excitatory
82,256.8,excitatory
10088,256.8,inhibitory
10086,256.8,inhibitory
31,256.8,excitatory
10041,256.9,inhibitory
10014,257.0,inhibitory
76,257.0,excitatory
10023,257.1,inhibitory
87,257.2,excitatory
37,257.2,excitatory
40,257.2,excitatory
47,257.4,excitatory
83,257.4,excitatory
15,257.5,excitatory
10058,257.5,inhibitory
6,257.6,excitatory
23,257.7,excitatory
10091,257.8,inhibitory
10060,258.0,inhibitory
10046,258.2,inhibitory
63,258.2,excitatory
10042,258.2,inhibitory
25,258.3,excitatory
10010,258.5,inhibitory
51,258.6,excitatory
67,258.7,excitatory
29,258.8,excitatory
10074,258.9,inhibitory
10052,259.0,inhibitory
10017,259.1,inhibitory
10071,259.8,inhibitory
94,259.9,excitatory
9,260.0,excitatory
45,260.1,excitatory
80,260.1,excitatory
10022,260.8,inhibitory
10073,261.5,inhibitory
10078,261.9,inhibitory
10094,262.1,inhibitory
10038,262.2,inhibitory
84,262.4,excitatory
10087,262.8,inhibitory
49,262.9,excitatory
10053,262.9,inhibitory
10079,263.0,inhibitory
10037,263.1,inhibitory
10029,263.2,inhibitory
100,263.2,excitatory
81,263.2,excitatory
10034,263.2,inhibitory
33,263.2,excitatory
16,263.3,excitatory
36,263.4,excitatory
85,263.5,excitatory
10028,263.5,inhibitory
10067,263.6,inhibitory
10077,263.6,inhibitory
10036,263.7,inhibitory
32,263.8,excitatory
10009,263.9,inhibitory
50,263.9,excitatory
1,264.5,excitatory
10099,264.5,inhibitory
10039,264.5,inhibitory
5,264.5,excitatory
10051,264.6,inhibitory
48,264.7,excitatory
78,264.8,excitatory
21,264.8,excitatory
70,265.1,excitatory
10035,265.5,inhibitory
39,265.6,excitatory
66,265.7,excitatory
10020,265.9,inhibitory
10081,265.9,inhibitory
42,265.9,excitatory
10064,266.1,inhibitory
10092,266.1,inhibitory
10063,266.3,inhibitory
10013,266.3,inhibitory
10065,266.3,inhibitory
10007,266.4,inhibitory
46,266.4,excitatory
10015,266.6,inhibitory
96,266.6,excitatory
93,266.6,excitatory
10033,266.7,inhibitory
10068,266.8,inhibitory
89,266.8,excitatory
34,266.8,excitatory
10032,266.9,inhibitory
64,267.0,excitatory
10031,267.0,inhibitory
10002,267.1,inhibitory
10080,267.1,inhibitory
90,267.5,excitatory
10025,268.2,inhibitory
10001,268.3,inhibitory
10082,268.3,inhibitory
2,268.5,excitatory
10049,268.6,inhibitory
43,268.6,excitatory
10011,268.6,inhibitory
10056,268.7,inhibitory
10062,268.7,inhibitory
88,268.8,excitatory
10086,268.9,inhibitory
10042,269.0,inhibitory
10003,269.0,inhibitory
10100,269.1,inhibitory
79,269.2,excitatory
10014,269.5,inhibitory
54,269.6,excitatory
10054,269.6,inhibitory
17,270.0,excitatory
68,270.2,excitatory
95,271.7,excitatory
4,271.7,excitatory
10061,272.0,inhibitory
71,272.0,excitatory
10043,272.1,inhibitory
91,272.3,excitatory
10030,272.4,inhibitory
10058,272.5,inhibitory
65,272.6,excitatory
97,272.7,excitatory
6,272.8,excitatory
35,272.9,excitatory
10050,273.0,inhibitory
27,273.1,excitatory
11,273.1,excitatory
50,273.40000000000003,excitatory
10027,273.40000000000003,inhibitory
30,273.5,excitatory
10021,273.6,inhibitory
10087,273.8,inhibitory
10012,273.90000000000003,inhibitory
31,273.90000000000003,excitatory
61,274.0,excitatory
77,274.0,excitatory
72,274.0,excitatory
10005,274.1,inhibitory
10095,274.1,inhibitory
10028,274.1,inhibitory
10039,274.2,inhibitory
33,274.2,excitatory
92,274.2,excitatory
15,274.2,excitatory
10090,274.3,inhibitory
20,274.3,excitatory
10097,274.40000000000003,inhibitory
10044,274.40000000000003,inhibitory
47,274.40000000000003,excitatory
10063,274.40000000000003,inhibitory
10023,274.5,inhibitory
25,274.5,excitatory
10016,274.5,inhibitory
10046,274.5,inhibitory
74,274.6,excitatory
3,274.6,excitatory
58,274.7,excitatory
41,274.8,excitatory
26,274.90000000000003,excitatory
10075,275.0,inhibitory
85,275.6,excitatory
81,275.90000000000003,excitatory
56,276.40000000000003,excitatory
28,277.7,excitatory
8,277.90000000000003,excitatory
10008,278.0,inhibitory
10060,278.0,inhibitory
63,278.1,excitatory
10070,278.40000000000003,inhibitory
10006,278.90000000000003,inhibitory
10,279.3,excitatory
10085,279.7,inhibitory
10009,279.7,inhibitory
51,280.5,excitatory
10084,280.6,inhibitory
10007,280.7,inhibitory
40,280.8,excitatory
10077,281.0,inhibitory
10072,281.1,inhibitory
76,281.1,excitatory
10066,281.1,inhibitory
10035,281.40000000000003,inhibitory
19,281.6,excitatory
60,281.8,excitatory
3,281.90000000000003,excitatory
10039,281.90000000000003,inhibitory
64,282.0,excitatory
10089,282.0,inhibitory
79,282.1,excitatory
10002,282.1,inhibitory
10076,282.1,inhibitory
21,282.2,excitatory
10017,282.40000000000003,inhibitory
13,282.5,excitatory
10041,282.6,inhibitory
10094,282.6,inhibitory
10083,282.7,inhibitory
41,282.7,excitatory
10081,282.7,inhibitory
10100,282.7,inhibitory
29,282.8,excitatory
22,282.90000000000003,excitatory
10079,283.0,inhibitory
10092,283.1,inhibitory
44,283.1,excitatory
90,283.2,excitatory
10013,283.3,inhibitory
10052,283.3,inhibitory
10053,283.3,inhibitory
18,283.40000000000003,excitatory
10019,283.5,inhibitory
43,283.6,excitatory
89,283.6,excitatory
10091,283.6,inhibitory
10020,283.7,inhibitory
10059,283.90000000000003,inhibitory
48,284.0,excitatory
55,284.0,excitatory
33,284.1,excitatory
10088,284.2,inhibitory
10073,284.3,inhibitory
10067,284.3,inhibitory
86,284.5,excitatory
10024,284.7,inhibitory
10071,284.7,inhibitory
38,284.90000000000003,excitatory
9,285.0,excitatory
57,285.0,excitatory
10015,285.1,inhibitory
10078,285.2,inhibitory
61,285.2,excitatory
10036,285.5,inhibitory
53,285.5,excitatory
54,285.6,excitatory
10055,285.6,inhibitory
10063,285.8,inhibitory
62,286.0,excitatory
50,286.40000000000003,excitatory
10045,286.5,inhibitory
10061,286.8,inhibitory
10099,286.90000000000003,inhibitory
10040,287.2,inhibitory
98,287.2,excitatory
36,287.90000000000003,excitatory
100,288.2,excitatory
10034,288.40000000000003,inhibitory
52,288.5,excitatory
10080,288.5,inhibitory
10003,288.8,inhibitory
10098,289.7,inhibitory
23,289.7,excitatory
10069,290.1,inhibitory
45,290.90000000000003,excitatory
88,291.0,excitatory
59,291.0,excitatory
58,291.5,excitatory
20,291.8,excitatory
10057,292.3,inhibitory
12,292.40000000000003,excitatory
10010,292.40000000000003,inhibitory
35,292.6,excitatory
24,292.7,excitatory
10062,292.7,inhibitory
10033,292.7,inhibitory
25,292.8,excitatory
83,292.8,excitatory
10068,292.8,inhibitory
10085,293.0,inhibitory
66,293.0,excitatory
71,293.0,excitatory
10065,293.1,inhibitory
75,293.3,excitatory
10007,293.3,inhibitory
10064,293.40000000000003,inhibitory
10026,293.40000000000003,inhibitory
10004,293.5,inhibitory
10047,293.7,inhibitory
96,293.7,excitatory
10097,294.5,inhibitory
10049,294.7,inhibitory
85,294.8,excitatory
69,294.90000000000003,excitatory
87,295.0,excitatory
81,295.0,excitatory
95,295.0,excitatory
10046,295.1,inhibitory
10044,295.1,inhibitory
10082,295.2,inhibitory
10014,295.3,inhibitory
74,295.8,excitatory
10051,295.8,inhibitory
67,295.90000000000003,excitatory
5,295.90000000000003,excitatory
10070,296.0,inhibitory
94,296.1,excitatory
10042,296.1,inhibitory
10008,296.2,inhibitory
17,296.3,excitatory
10086,296.40000000000003,inhibitory
70,296.40000000000003,excitatory
10032,296.5,inhibitory
10025,296.6,inhibitory
19,296.6,excitatory
10091,296.6,inhibitory
10023,296.6,inhibitory
76,296.6,excitatory
39,296.6,excitatory
33,296.6,excitatory
10017,296.7,inhibitory
10098,296.90000000000003,inhibitory
11,296.90000000000003,excitatory
65,297.0,excitatory
10029,297.0,inhibitory
10081,297.0,inhibitory
10050,297.7,inhibitory
10041,297.8,inhibitory
80,297.8,excitatory
89,297.90000000000003,excitatory
10060,298.0,inhibitory
93,298.1,excitatory
10058,298.3,inhibitory
84,298.40000000000003,excitatory
10087,298.40000000000003,inhibitory
10048,298.40000000000003,inhibitory
10,298.5,excitatory
99,298.7,excitatory
10093,298.7,inhibitory
32,298.7,excitatory
10035,298.7,inhibitory
10083,298.7,inhibitory
79,298.90000000000003,excitatory
10013,298.90000000000003,inhibitory
10039,298.90000000000003,inhibitory
30,299.0,excitatory
56,299.0,excitatory
10036,299.0,inhibitory
10037,299.3,inhibitory
61,299.40000000000003,excitatory
63,299.5,excitatory
10100,299.6,inhibitory
82,299.6,excitatory
10056,299.6,inhibitory
10001,299.7,inhibitory
10054,299.7,inhibitory
10096,299.8,inhibitory
92,300.1,excitatory
10022,300.2,inhibitory
37,300.5,excitatory
50,300.5,excitatory
97,300.6,excitatory
10077,300.8,inhibitory
10011,300.8,inhibitory
71,302.40000000000003,excitatory
78,302.40000000000003,excitatory
14,302.5,excitatory
10075,302.7,inhibitory
44,302.7,excitatory
36,302.8,excitatory
49,302.90000000000003,excitatory
27,302.90000000000003,excitatory
10031,302.90000000000003,inhibitory
10078,302.90000000000003,inhibitory
90,303.1,excitatory
22,303.40000000000003,excitatory
10074,303.40000000000003,inhibitory
10095,303.5,inhibitory
10030,303.5,inhibitory
10028,303.6,inhibitory
10079,303.6,inhibitory
58,303.6,excitatory
10062,303.7,inhibitory
10080,303.90000000000003,inhibitory
10021,304.0,inhibitory
83,304.0,excitatory
10055,304.2,inhibitory
16,304.2,excitatory
10008,304.2,inhibitory
10090,304.3,inhibitory
10019,304.7,inhibitory
1,304.7,excitatory
4,304.7,excitatory
10052,304.90000000000003,inhibitory
72,304.90000000000003,excitatory
10063,304.90000000000003,inhibitory
40,305.0,excitatory
6,305.1,excitatory
42,305.1,excitatory
10072,305.2,inhibitory
46,305.40000000000003,excitatory
96,305.5,excitatory
10009,305.6,inhibitory
57,305.7,excitatory
10099,305.7,inhibitory
39,305.7,excitatory
10006,305.8,inhibitory
10084,305.90000000000003,inhibitory
10059,306.0,inhibitory
88,306.1,excitatory
2,307.0,excitatory
10018,308.2,inhibitory
10094,308.5,inhibitory
20,309.2,excitatory
99,309.3,excitatory
10040,309.40000000000003,inhibitory
68,309.5,excitatory
77,309.6,excitatory
65,309.7,excitatory
10043,309.8,inhibitory
10064,310.1,inhibitory
47,310.2,excitatory
7,310.3,excitatory
62,310.5,excitatory
13,310.5,excitatory
10038,310.5,inhibitory
3,310.6,excitatory
10067,310.6,inhibitory
23,310.6,excitatory
15,310.90000000000003,excitatory
17,311.2,excitatory
35,311.3,excitatory
10025,311.3,inhibitory
10033,311.5,inhibitory
10002,311.7,inhibitory
21,311.7,excitatory
10034,311.7,inhibitory
8,311.8,excitatory
54,311.8,excitatory
10015,311.8,inhibitory
48,311.90000000000003,excitatory
80,312.0,excitatory
10003,312.1,inhibitory
85,312.1,excitatory
10048,312.2,inhibitory
86,312.3,excitatory
1,312.5,excitatory
10007,312.8,inhibitory
10054,312.90000000000003,inhibitory
10066,313.0,inhibitory
10069,313.1,inhibitory
60,313.1,excitatory
52,313.2,excitatory
10036,313.2,inhibitory
10091,313.2,inhibitory
10046,313.40000000000003,inhibitory
76,313.6,excitatory
10053,313.6,inhibitory
10049,313.6,inhibitory
10006,313.7,inhibitory
10016,313.8,inhibitory
95,313.8,excitatory
29,313.8,excitatory
89,314.1,excitatory
10047,314.40000000000003,inhibitory
10090,314.6,inhibitory
12,314.6,excitatory
10028,314.7,inhibitory
10020,314.7,inhibitory
41,315.3,excitatory
45,315.3,excitatory
44,315.8,excitatory
66,316.3,excitatory
10057,316.40000000000003,inhibitory
10004,316.40000000000003,inhibitory
10076,316.5,inhibitory
94,316.6,excitatory
10089,316.8,inhibitory
10023,317.1,inhibitory
10012,317.5,inhibitory
73,317.5,excitatory
31,317.6,excitatory
10065,317.8,inhibitory
42,317.8,excitatory
10030,317.90000000000003,inhibitory
10078,317.90000000000003,inhibitory
10097,317.90000000000003,inhibitory
